Kommentarer__0-5_,Kvinne,Musescore,Melodi,Melodi_link,Komponist,Komponist_link,Levde_når,Levde_når_link,Lyrikk,Lyrikk_link,Unnamed_8,Unnamed_8_link,Når_komponert,Når_komponert_link,Unnamed_10,Unnamed_10_link,Unnamed_11,Diverse_kommentarer,Diverse_kommentarer_link,Egne_noter,Forlag,Platenr_,Unnamed_16
3,,x,Souvenir de Paris,https://musescore.com/user/26911315/scores/24136618,"Hansen, Adolf",https://snl.no/Adolf_Hansen,1852 - 1911,,,,,,1889,,,,,,,,Carl Warmuth,1490,
3,,x,Sørgemarsch,https://musescore.com/user/26911315/scores/8832411,"Hansen, Adolf",https://snl.no/Adolf_Hansen,1852 - 1911,,,,,,1882,,Op. 45,,,,,,Petter Håkonsen,67,
3,,,Turner-Marsch,,"Hansen, Adolf",https://snl.no/Adolf_Hansen,1852 - 1911,,,,,,1881,,,,,,,,,,
3,,x,Victoria-polka,https://musescore.com/user/26911315/scores/8741289,"Hansen, Adolf",https://snl.no/Adolf_Hansen,1852 - 1911,,,,,,1881,,,,,,,,Petter Håkonsen,5,
4,,x,86° 14' Marsch,https://musescore.com/user/26911315/scores/23369272,"Hansen, Eyvind",,,,,,,,1896,,,,,,,,Haakon Zapffe,315,
,,,Kavallerimarsch,,"Hansen, Eyvind",,,,,,,,1903,,,,,,,,Oluf By's Musikforlag,114,
,K,x,Impromptu,https://musescore.com/user/26911315/scores/5948551,"Hansen, Hanna Marie",https://no.wikipedia.org/wiki/Hanna_Marie_Hansen,1875 - 1954,,,,,,,,Opus 5,,,,,,,,
,,,Mazurka,,"Hansen, Hanna Marie",https://no.wikipedia.org/wiki/Hanna_Marie_Hansen,1875 - 1954,,,,,,,,,,,,,,,,
,K,,Romance,,"Hansen, Hanna Marie",https://no.wikipedia.org/wiki/Hanna_Marie_Hansen,1875 - 1954,,,,,,,,Op 4 No 1.,,,,,,Norsk Musikforlag,2961,
3,K,X,Souvenir,https://musescore.com/user/26911315/scores/21099391,"Hansen, Hanna Marie",https://no.wikipedia.org/wiki/Hanna_Marie_Hansen,1875 - 1954,,,,,,1895,,Opus 6,,,,,,Ingen metadata,,
5,,x,Fest-Marsch,https://musescore.com/user/26911315/scores/9047381,"Hansen, Oscar (Hans)",https://www.nb.no/items/7a87652236b631cb51cc417f1f0c14cb?page=9&searchText=%22Oscar%20Hansen%22,1853 - 1925,,,,,,1881,,,,,,,,Carl Warmuth,757,
5,,x,Paraphrase over Ingrids vise,https://musescore.com/user/26911315/scores/17007334,"Hasert, Rudolf",,1826 - 1877,,,,,,1863,,Published by Warmuth 1879,,,,,,Carl Warmuth,518,
4,,x,Mens jeg lever,https://musescore.com/user/26911315/scores/15071008,"Hartelius, Niels Peter",,1869 - 1943,,"Næstved, Ingeborg",https://no.wikipedia.org/wiki/Ingeborg_N%C3%A6stved,1887 - 1979,,1920,,,,,,,,Hjemmet,,
4,,x,"Du gamle, du friska",https://musescore.com/user/26911315/scores/20009815,"Hartmann, Emil",https://en.wikipedia.org/wiki/Emil_Hartmann,1836 - 1898,,,,,,1886,,"Postillionen, No 3",,,,,,,,
,,,Det syng fyr Storegut,,"Haslerud, Christian",https://snl.no/Christian_Haslerud,1834 - 1921,,"Vinje, Aasmund Olavsson",https://no.wikipedia.org/wiki/Aasmund_Olavsson_Vinje,1818 - 1870,,1906,,,,,,,,Oluf By,293,
3,,x,Ingrids vise,https://musescore.com/user/26911315/scores/17211226,"Haslerud, Christian",https://snl.no/Christian_Haslerud,1834 - 1921,,"Bjørnson, Bjørnstjerne",,1832 - 1910,,1890,,Nordisk Musiktidende - No 7 1890,,,,,,,,
,,,Along with my Darling,,"Haslund, Erling",,1880 - 1940,,,,,,1902,,,,,,,,Haakon Zapffe,494,
,,,Orreleg i Skogen,,"Haslund, Erling",,1880 - 1940,,Theodor Caspari,https://no.wikipedia.org/wiki/Theodor_Caspari,1853 - 1948,,,,,,,,,,,,
3,,x,Titania,https://musescore.com/user/26911315/scores/8437523,"Haslund, Erling",,1880 - 1940,,Gustaf Fröding,,1860 - 1911,,1910,,,,,,,,Norsk Musikforlag,2941,
,K,,"Elskte, jeg drömte",,"Heber, Judith",https://no.wikipedia.org/wiki/Judith_Heber,1880 - 1919,,Halfdan Christensen,https://no.wikipedia.org/wiki/Halfdan_Christensen,1873 - 1950,,1911,,Op. 1 No 4,,,,,,Norsk Musikforlag,4285,
,K,x,Guldregn,https://musescore.com/user/26911315/scores/6291639,"Heber, Judith",https://no.wikipedia.org/wiki/Judith_Heber,1880 - 1919,,Olaf Schou,https://no.wikipedia.org/wiki/Olaf_Schou,1861 - 1925,,1911,,Op. 1 No 1,,,,,,Norsk Musikforlag,4287,
,K,x,Silkesko over gylden læst,https://musescore.com/user/26911315/scores/6223577,"Heber, Judith",https://no.wikipedia.org/wiki/Judith_Heber,1880 - 1919,,Jens Peter Jacobsen,https://no.wikipedia.org/wiki/Jens_Peter_Jacobsen,1847 - 1885,,1911,,Op. 1 No 3,,,,,,Norsk Musikforlag,4286,
5,K,x,Solblind,https://musescore.com/user/26911315/scores/6230458,"Heber, Judith",https://no.wikipedia.org/wiki/Judith_Heber,1880 - 1919,,Olaf Schou,https://no.wikipedia.org/wiki/Olaf_Schou,1861 - 1925,,1911,,Op. 1 No 2,,,,,,Einar Kaland,6,
,,,En drøm,,"Hedenskou, Leif",,1904 - 1994,,,,,,1920,,Op. 1,,,,,,Oluf By,1645,
4,K,x,Et Minde,https://musescore.com/user/26911315/scores/22279387,"Heftye, Marie",,1869 - 1931,,,,,,1904,,,,,,,NB,Brødrene Hals,1117,
,K,x,Vinterdagens Scherzo,https://musescore.com/user/26911315/scores/9907519,"Heiberg, Susanna",,1848 - 1905,https://www.nb.no/items/ea8029afba5e260de215d49d6cc58427?page=1&searchText=%22Susanna%20Heiberg%22,Theodor Caspari,https://no.wikipedia.org/wiki/Theodor_Caspari,1853 - 1948,,1902,,,,,,,,Carl Warmuths eftf.,2581,
,,,Det syng fyr Storegut,,"Heide, Harald",https://no.wikipedia.org/wiki/Harald_Heide,1876 - 1956,,"Vinje, Aasmund Olavsson",https://no.wikipedia.org/wiki/Aasmund_Olavsson_Vinje,1818 - 1870,,1898,,,,,,,,Einar Kaland,5,
4,,,Musik,,"Heide, Harald",https://no.wikipedia.org/wiki/Harald_Heide,1876 - 1956,,Vilhelm Krag,https://no.wikipedia.org/wiki/Vilhelm_Krag,1871 - 1933,,1899,,,,,,,,Einar Kaland,8,
,,,Vaar (Til en ung Pige),,"Heide, Harald",https://no.wikipedia.org/wiki/Harald_Heide,1876 - 1956,,Jacob Breda Bull,https://no.wikipedia.org/wiki/Jacob_Breda_Bull,1853 - 1930,,,,,,,,,,,,
3,,x,Goldfischen,https://musescore.com/user/26911315/scores/12887773,"Heins, Carl",https://en.wikipedia.org/wiki/Carl_Heins,1859 - 1923,,,,,,1895,,Opus 158,,,,,PDF,"Heinrichshofen, Magdeburg",3544,
3,,x,Zwei blauen Augen,https://musescore.com/user/26911315/scores/13949944,"Heins, Carl",https://en.wikipedia.org/wiki/Carl_Heins,1859 - 1923,,,,,,1897,,Opus 212,,,,,,Abraham Lundquist (1901),1970,
3,,x,Solveigs sang,https://musescore.com/user/26911315/scores/14039491,"Heise, Peter Arnold",https://en.wikipedia.org/wiki/Peter_Arnold_Heise,1839 - 1879,,"Ibsen, Henrik",https://no.wikipedia.org/wiki/Henrik_Ibsen,1828 - 1906,,1870,,,,,,,,,,
,K,x,Fevrelden i hagjen,https://musescore.com/user/26911315/scores/5957801,"Heitmann, Daisy",,1887 - 1941,,Hans E. Kinck,https://no.wikipedia.org/wiki/Hans_E._Kinck,1865 - 1926,,1916,,,,,,,,J.W. Cappelen,,
3,K,x,Honeymoon,https://musescore.com/user/26911315/scores/6389612,"Heitmann, Daisy",,1887 - 1941,,(Charles) Frederic Dalmon,https://allpoetry.com/Charles-Dalmon,1872 - 1917,,1921,https://www.nb.no/items/47736cafcc0ddbaa0e25b2a09fc24e0a?page=0&searchText=%22Honey%20moon%22%20heitmann,,,,,,,,,
,K,,Sang uden ord,,"Heitmann, Daisy",,1887 - 1941,,,,,,1908,,,,,,,,,,
4,K,x,Tre sanger,https://musescore.com/user/26911315/scores/10491889,"Helgeby Røberg, Kari",,1864 - 1922,,"Helgeby Røberg, Kari",,1864 - 1922,,1911,,,,,,,,Haakon Zapffe,1062/64,
5,K,x,Wiegenlied,https://musescore.com/user/26911315/scores/17317342,"Hellgren, Hanna",,1852 - 1891,,"Geruss, Rudolf",,,,1885,,Nordisk Musiktidende  No 11 - 1885,,,,,,Carl Warmuth,,
3,,x,Speidergutternes Marsch,https://musescore.com/user/26911315/scores/22593964,"Henriksen, Gustav",https://www.nb.no/items/b66325788e78f27165fd758cae2d59dd?page=1&searchText=%22Gustav%20Øhrn%20død%22,1872 - 1954,,,,,,1910,,,,,,,,Oluf By's Musikforlag,1249,
4,,x,Sökadet-polonaise,https://musescore.com/user/26911315/scores/9958774,"Henriksen, Gustav",https://www.nb.no/items/b66325788e78f27165fd758cae2d59dd?page=1&searchText=%22Gustav%20Øhrn%20død%22,1872 - 1954,,,,,,1898,,,,,,,,Norsk Musikforlag,2275,
2,,x,Vaarsol,https://musescore.com/user/26911315/scores/15331627,"Henriksen, Gustav",https://www.nb.no/items/b66325788e78f27165fd758cae2d59dd?page=1&searchText=%22Gustav%20Øhrn%20død%22,1872 - 1954,,,,,,1898,,,,,,,,Carl Warmuth,2331,
,,x,1905-Marsch,https://musescore.com/user/26911315/scores/8625482,"Henriksen, Haakon",,1875 - 1948,,,,,,1905,,,,,,,,,,
,,,Hærskrig,,"Henriksen, Herman",,,,,,,,1903,,,,,,,,"Ragnhild Lange, Trondhjem",,
4,,x,Feuille d'Album,https://musescore.com/user/26911315/scores/25266229,"Henselt, Adolf",https://en.wikipedia.org/wiki/Adolf_von_Henselt,1814 - 1889,,,,,,1883,,,,,,,,Carl Warmuth,867,
4,,x,Romance,https://musescore.com/score/manage/upload/update?id=24530749,"Henselt, Adolf",https://en.wikipedia.org/wiki/Adolf_von_Henselt,1814 - 1889,,,,,,1847,,Opus 18 № 1.,,,,,,,,
4,,Privat,Barcarole,https://musescore.com/user/26911315/scores/8646162,"Heradstveit, Baard",,1887 - 1969,,"Heradstveit, Baard ?",,,,ca 1922,,"""..også utkommet for mandskor""",,,,,,Heradstveit forlag,,
,,Privat,Serenade,https://musescore.com/user/26911315/scores/7358279/s/GSFvjH,"Heradstveit, Baard",,1887 - 1969,,,,,,<1930,https://www.nb.no/items/0ca15e7396c37568fc85672ced279ad5?page=1&searchText=%22Serenade%22%20%22Baard%20heradstveit%22,,,,,,,,,
,,,Hoch Heidecksburg,,"Herzer, Rudolf",,,,,,,,1912,,(Ikke ferdignotert!),,,,,,,,
,,,As long as I'm dreaming,,"Heusen, James van",https://en.wikipedia.org/wiki/Jimmy_Van_Heusen,1913 - 1990,,Johnny Bruke,,,,,,,,,,,,,,
4,,x,Emilie-gallop,https://musescore.com/user/26911315/scores/11632171,"Heyerdahl, Anders",https://en.wikipedia.org/wiki/Anders_Heyerdahl,1832 - 1918,,,,,,1868,,,,,,,,Carl Warmuth,,
,,,Huldretoner,,"Heyerdahl, Anders",https://en.wikipedia.org/wiki/Anders_Heyerdahl,1832 - 1918,,,,,,1911,,,,,,,Noten er uten forlegger informasjon.,Oluf By's Musikforlag,,
4,,x,Norsk Revelje og Tappenstreg,https://musescore.com/user/26911315/scores/8183678,"Heyerdahl, Anders",https://en.wikipedia.org/wiki/Anders_Heyerdahl,1832 - 1918,,,,,,1905,,,,,,,Ikke egne noter.,Oluf By's Musikforlag,359,
5,,x,Sköitefart,https://musescore.com/user/26911315/scores/11545021,"Heyerdahl, Anders",https://en.wikipedia.org/wiki/Anders_Heyerdahl,1832 - 1918,,,,,,1878,,,,,,,,Ole Olsen,2,
4,K,x,Der staar en sorg,https://musescore.com/user/26911315/scores/6498282,"Heyerdahl, Vally",https://no.wikipedia.org/wiki/Vally_Heyerdahl,1859 - 1920,,Vilhelm Krag,https://no.wikipedia.org/wiki/Vilhelm_Krag,1871 - 1933,,1913,https://www.nb.no/items/71888095ed8cfbeb17e7a1bd00969373?page=9&searchText=%22Vally%20heyerdahl%22%20sorg,,,,,,,Norsk Musikforlag,4473,
5,,x,Vossevangen,https://musescore.com/user/26911315/scores/12127525,"Hillebrandt, Nils Peter",https://da.wikipedia.org/wiki/N.P._Hillebrandt,1815 - 1885,,"Hauch, Carsten",https://no.wikipedia.org/wiki/Carsten_Hauch,1790 - 1872,,1876,,Lyrics from 1861,,,,,,Wilhelm Hansen,,
3,,x,"Ja, vi elsker",https://musescore.com/user/26911315/scores/18253132,"Hoff, Erik",https://nl.wikipedia.org/wiki/Erik_Hoff,1830 - 1894,,"Bjørnson, Bjørnstjerne",,,,1868,,,,,,,,Sangbok/Kristiasand,,
5,,x,Stubber,https://musescore.com/user/26911315/scores/18056149,"Hoff, Erik",https://nl.wikipedia.org/wiki/Erik_Hoff,1830 - 1894,,,,,,1885,,Nordisk Musiktidende - 1885,,,,,,Nodisk Musiktidende,,
3,,x,Lied (Astrid mi Astrid),https://musescore.com/user/26911315/scores/23083225,"Hofmann, Heinrich",https://de.wikipedia.org/wiki/Heinrich_Hofmann_(Komponist),1842 - 1902,,,,,,1875,,,,,,,Internet,,,
4,,x,Norsk dansevise,https://musescore.com/user/26911315/scores/20235127,"Hofmann, Heinrich",https://de.wikipedia.org/wiki/Heinrich_Hofmann_(Komponist),1842 - 1902,,,,,,1875,,"Postillionen, No 3 - 1886",,,,,,,,
,K,x,Scherzo,https://musescore.com/user/26911315/scores/8718072,"Holmberg, Betzy",https://no.wikipedia.org/wiki/Betzy_Holmberg,1860 - 1900,,,,,,1886,,,,,IMSLP,,Ikke egne noter.,Leipzig,,
4,,x,Daggry,https://musescore.com/user/26911315/scores/5913472,"Holmboe, (Anton) Christian (Schweigaard)",https://nl.wikipedia.org/wiki/Christian_Holmboe,1871 - 1947,,,,,,1918,,,,,Aftenposten 22 mai 1947,,,,,
,,,En Lykkedrøm,,"Holmboe, (Anton) Christian (Schweigaard)",https://nl.wikipedia.org/wiki/Christian_Holmboe,1871 - 1947,,,,,,1920,,,,,,,,Oluf By's Musikforlag,1643,
4,,x,Guldfugl,https://musescore.com/user/26911315/scores/8293715,"Holmboe, (Anton) Christian (Schweigaard)",https://nl.wikipedia.org/wiki/Christian_Holmboe,1871 - 1947,,,,,,1914,,,,,,,,Oluf By's Musikforlag,1393,
,,x,La Brunette,https://musescore.com/user/26911315/scores/6761193,"Holmboe, (Anton) Christian (Schweigaard)",https://nl.wikipedia.org/wiki/Christian_Holmboe,1871 - 1947,,,,,,1926,,,,,,,,Musikcentralens Forlag,119,
4,,x,Nu er det tyst,https://musescore.com/user/26911315/scores/6548983,"Holmboe, (Anton) Christian (Schweigaard)",https://nl.wikipedia.org/wiki/Christian_Holmboe,1871 - 1947,,,,,,1910,,,,,I anledning Bjørnsons død 1910,,,Haakon Zapffe,972,
5,,x,Petit Caprice,https://musescore.com/user/26911315/scores/6656716,"Holmboe, (Anton) Christian (Schweigaard)",https://nl.wikipedia.org/wiki/Christian_Holmboe,1871 - 1947,,,,,,1909,,,,,,,,Haakon Zapffe,885,
,,x,Solstreif,https://musescore.com/user/26911315/scores/7471796,"Holmboe, (Anton) Christian (Schweigaard)",https://nl.wikipedia.org/wiki/Christian_Holmboe,1871 - 1947,,,,,,1908,,,,,,,,Haakon Zapffe,871,
5,K,x,Tre pianostykker,https://musescore.com/user/26911315/scores/25387180,"Holmboe, Hallfrid",,1864 - 1936,,,,,,1901,,,,,,,NB,Oluf By,2-4 (?),
2,K,x,Barcarole,https://musescore.com/user/26911315/scores/6165230,"Holmsen, Borghild",https://no.wikipedia.org/wiki/Borghild_Holmsen,1865 - 1938,,,,,,1889,,Op. 1. No 1,,,,,,Carl Warmuth,1466,
4,K,x,Cappriccio,https://musescore.com/user/26911315/scores/19714396,"Holmsen, Borghild",https://no.wikipedia.org/wiki/Borghild_Holmsen,1865 - 1938,,,,,,1898,,,,,,,,Carl Warmuth,2294,
3,K,,Dans på Engen,https://musescore.com/user/26911315/scores/7677851,"Holmsen, Borghild",https://no.wikipedia.org/wiki/Borghild_Holmsen,1865 - 1938,,,,,,1917,,«Octavia Kvint»,,,Skalaetude,,,Oluf By,1501,
3,K,x,De voksnes vals,https://musescore.com/user/26911315/scores/12533677,"Holmsen, Borghild",https://no.wikipedia.org/wiki/Borghild_Holmsen,1865 - 1938,,,,,,1917,,«Octavia Kvint»,,,,,,Oluf By,1505,
3,K,x,Festindtog paa Akershus,https://musescore.com/user/26911315/scores/8213597,"Holmsen, Borghild",https://no.wikipedia.org/wiki/Borghild_Holmsen,1865 - 1938,,,,,,1905,,Op. 11,,,,,Ikke egne noter.,,,
1,K,x,Scherzo,https://musescore.com/user/26911315/scores/6169444,"Holmsen, Borghild",https://no.wikipedia.org/wiki/Borghild_Holmsen,1865 - 1938,,,,,,1889,,Op. 1. No 2,,,Mimiograferet,,,G. Henning Thoreson,,
,,x,Jeg sitter ved dit leie,https://musescore.com/user/26911315/scores/10653250,"Holmsen, Einar",,,,"Skancke, Roald",https://www.nb.no/items/953a9d9998cee9d05476d9355110567c?page=1&searchText=Skancke,1876 - 1932,,1911,,,,,,,,,,
3,,x,Kantate,https://musescore.com/user/26911315/scores/6417273,"Holmsen, Einar",,,,Wilhelm Pettersen,,1860 - 1932,,1914,,,,,,,,,,
5,,x,Skumringsmusik,https://musescore.com/user/26911315/scores/6213672,"Holst, Elling",https://no.wikipedia.org/wiki/Elling_Holst,1849 - 1915,,,,,,1892,,Op. 9,,,,,,Haakon Zapffe,392,
5,,,Ved Rundarne,,"Holst, Elling",https://no.wikipedia.org/wiki/Elling_Holst,1849 - 1915,,"Vinje, Aasmund Olavsson",https://no.wikipedia.org/wiki/Aasmund_Olavsson_Vinje,1818 - 1870,,,,,,,,,,,,
3,,,Forladt,,"Holter, Iver",,1837 - 1931,,,,,,1886,,Op. 8 No 2,,,,,,Carl Warmuth,1000,
5,K,x,Vaarstemning,https://musescore.com/user/26911315/scores/15264394,"Holtsmark, Laura",https://nl.wikipedia.org/wiki/Laura_Holtsmark_Bredal,1873 - 1934,,,,,,1893,,,,,,,Nasjonalbiblioteket,Brødrene Hals,674,
,K,,Vals,,"Holtsmark, Laura",https://nl.wikipedia.org/wiki/Laura_Holtsmark_Bredal,1873 - 1934,,,,,,1893,,,,,,,,Brødrene Hals,675,
5,,x,Agnes' vuggevise,https://musescore.com/user/26911315/scores/6337829,"Horda-Hauge, Johan Kristian",https://www.sandefjord.folkebibl.no/sandefjord/tema/kulturminner/var200552.PDF,1835 - 1906,,,,,,1897,,,,,,,,Haakon Zapffe,,
3,,x,Andante Arioso,https://musescore.com/user/26911315/scores/11429950,"Horda-Hauge, Johan Kristian",https://www.sandefjord.folkebibl.no/sandefjord/tema/kulturminner/var200552.PDF,1835 - 1906,,,,,,,,Published 1911,,,,,,Haakon Zapffe,1045,
2,,x,Elegie,https://musescore.com/user/26911315/scores/6745415,"Horda-Hauge, Johan Kristian",https://www.sandefjord.folkebibl.no/sandefjord/tema/kulturminner/var200552.PDF,1835 - 1906,,,,,,,,Published 1911,,,,,,Haakon Zapffe,,
5,K,x,Tre gamle Dandse,https://musescore.com/user/26911315/scores/17927995,"Huseby, Elise",,1832 - 1902,,,,,,1894,,,,,,,,Carl Warmuth,1965,
4,,x,Tilegnelse,https://musescore.com/user/26911315/scores/9058760,"Huseby, Sigmund",,1858 - 1900,,"Randers, Kristoffer",https://no.wikipedia.org/wiki/Kristofer_Randers,1851 - 1917,,1889,,,,,,,,Carl Warmuth,1488,
1,K,,Miniature,,"Hvistendahl, Hildur",,1874 - 1968,,,,,,,,,,,Utgitt også 1888 på eget forlag,,,Carl Warmuth,1446 & 2300,
2,,x,Nansen-Marsch,https://musescore.com/user/26911315/scores/14379238,"Höeg, Christian",,1865 - 1930?,,,,,,1889,,Opus 4,,,,,,Carl Warmuth,1418,
3,,x,Promenade-polka,https://musescore.com/user/26911315/scores/8245664,"Höeg, Christian",,1865 - 1930?,,,,,,1888,,Opus 3,,,,,,Eget forlag,,
5,,x,Sommerfugle,https://musescore.com/user/26911315/scores/6626428,"Höeg, Christian",,1865 - 1930?,,,,,,1888,,Opus 1 (Filoin & piano i 1898),,,,,,Carl Warmuth,1480,
3,,x,Sværmeri,https://musescore.com/user/26911315/scores/12826720,"Höeg, Christian",,1865 - 1930?,,,,,,1890,,Opus 6,,,,,,Carl Warmuth,1517,
3,,x,Tusmörke,https://musescore.com/user/26911315/scores/6643632,"Höeg, Christian",,1865 - 1930?,,,,,,1889,,Opus 5,,,,,,Norsk Musikforlag,4451,
4,,x,The Hero of the North,https://musescore.com/user/26911315/scores/22443715,"Höwig, Gustav",,1856 - 1919,,,,,,1898,,,,,,,,London,,
3,K,x,Estella-polonaise,https://musescore.com/user/26911315/scores/9157293,"Irgens, Sofie",,1853 - 1944,,,,,,1908,,Composed 1903?,,,,,,Carl Warmuth,2848,
,K,,Fred,,"Irgens, Sofie",,1853 - 1944,,Kristofer Janson,https://en.wikipedia.org/wiki/Kristofer_Janson,,,1905,,Ufullstendig note!,,,,,,,,
5,K,x,Gavotte,https://musescore.com/user/26911315/scores/8081022,"Irgens, Sofie",,1853 - 1944,,,,,,1908,,,,,IMSLP,,,Oluf By,378,
2,K,x,Velociped-Galop,https://musescore.com/user/26911315/scores/25119412,"Irgens, Sofie",,1853 - 1944,,,,,,1880,,,,,,,,Carl Warmuth,570,
3,K,x,Victoria-gallop,https://musescore.com/user/26911315/scores/11754058,"Irgens, Sofie",,1853 - 1944,,,,,,1882,,,,,,,,Petter Håkonsen,65,
,,,Maaneflimren,,"Iversen, Kristian",,,,"Lange, Thor",,,,1913,,,,,,,,Norsk Musikforlag,4451,
5,,,Minde,,"Iversen, Kristian",,,,Vilhelm Krag,https://no.wikipedia.org/wiki/Vilhelm_Krag,1871 - 1933,,1913,,,,,,,,Norsk Musikforlag,4451,
,,,Morgen i November,,"Iversen, Kristian",,,,Andreas Jynge,,,,1913,,,,,,,,,,
4,,x,Feuille d'album,https://musescore.com/user/26911315/scores/25080670,"Jebe, Halfdan",https://en.wikipedia.org/wiki/Halfdan_Jebe,1868 - 1937,,,,,,189x,,,,,,,,,,
,,,Prélude,,"Jebe, Halfdan",https://en.wikipedia.org/wiki/Halfdan_Jebe,1868 - 1937,,,,,,189?,,,,,,,,,,
4,,x,Jubilæumsmarsch,https://musescore.com/user/26911315/scores/8552684,"Jensen, Hjalmar (Gustav)",,1857 - 1938,,,,,,1919,,,,,Drammen Jernstøberis musikkorps,,,,,
5,,,Dokka,,"Jessen, Emil",,1853 - 1934,,"Garborg, Arne",https://no.wikipedia.org/wiki/Arne_Garborg,1851 - 1924,,1898,,Performed 1897,,,Fra Haugtussa,,,Norsk Musikforlag,2334,
4,,x,Elsk,https://musescore.com/user/26911315/scores/6374993,"Jessen, Emil",,1853 - 1934,,"Garborg, Arne",https://no.wikipedia.org/wiki/Arne_Garborg,1851 - 1924,,1898,,Performed 1897,,,Fra Haugtussa,,,Norsk Musikforlag,2335,
4,,x,Albumblad,https://musescore.com/user/26911315/scores/19990045,"Josephson, Jacob Axel",https://sv.wikipedia.org/wiki/Jacob_Axel_Josephson,1818 - 1880,,,,,,1878,,Nordisk Musiktidende 1884,,,,,,Nordisk Musiktidende,,
4,,x,Hilsen til Grønlandsexpeditionen,https://musescore.com/user/26911315/scores/24180946,"Johannessen, Harald",,,,,,,,1888,,Opus 1,,,NB,,,Brødrene Hals,380,
,,,Calme du Soir,,"Juel-Frederiksen, Emil",https://da.wikipedia.org/wiki/Emil_Juel-Frederiksen,1873 - 1950,,,,,,1911,,Opus 75,,,IMSLP,,,,,
3,,x,Dejlig er jorden,https://musescore.com/user/26911315/scores/13436134,"Juel-Frederiksen, Emil",https://da.wikipedia.org/wiki/Emil_Juel-Frederiksen,1873 - 1950,,"Ingemann, Bernhard Severin",https://snl.no/Bernhard_Severin_Ingemann,1789 - 1862,,1917?,,,,,,,,,,
,,,Det ved jeg lille Mo'r,,"Juel-Frederiksen, Emil",https://da.wikipedia.org/wiki/Emil_Juel-Frederiksen,1873 - 1950,,,,,,,,Op. 37,,,,,,Aug. Halck,56,
3,,x,Glade Jul,https://musescore.com/user/26911315/scores/21979162,"Juel-Frederiksen, Emil",https://da.wikipedia.org/wiki/Emil_Juel-Frederiksen,1873 - 1950,,,,,,ca 1915,,,,,,,,Skandinavisk og Borups Musikforlag,293,
,,,Langt fra hjemmet - Fern der Heimat,,"Juel-Frederiksen, Emil",https://da.wikipedia.org/wiki/Emil_Juel-Frederiksen,1873 - 1950,,,,,,1913,,,,,,,,Skandnavisk Musikforlag,,
2,,x,Piazza del Popolo,https://musescore.com/user/26911315/scores/23339455,"Juel-Frederiksen, Emil",https://da.wikipedia.org/wiki/Emil_Juel-Frederiksen,1873 - 1950,,,,,,1910,,Opus 63,,,,,,"Anton J. Benjamin, Hamburg",3100,
4,,x,My little black sweetheart,https://musescore.com/user/26911315/scores/16406470,"Juel-Frederiksen, Emil",https://da.wikipedia.org/wiki/Emil_Juel-Frederiksen,1873 - 1950,,,,,,<1910,,,,,,,,C. R.,121,
5,,x,Sæterbilleder,https://musescore.com/user/26911315/scores/24430579,"Juel-Frederiksen, Emil",https://da.wikipedia.org/wiki/Emil_Juel-Frederiksen,1873 - 1950,,,,,,1925,,,,,,,,"Musikcentralen, Oslo",107,
,,,Caprice a la Ronde,,"Kiesler, Ed.",,1840 -1929,,,,,,,,,,,,,,,,
5,,,Das Schifflein Barcarole,,"Kiesler, Ed.",,1840 -1929,,,,,,,,,,,,,,,,
,,x,Romance ,https://musescore.com/user/26911315/scores/9562378,"Killengreen, Christian",,1866 - 1933,,,,,,1889,,,,,,,,Carl Warmuth,1419,
,,,À toi,,"Killengreen, Jens Holmboe",,1873 - 1933,,,,,,1912,,,,,,,,Oluf By,112,
,,x,Skoven hun grönnes hvert eneste år,https://musescore.com/user/26911315/scores/6076224,"Killengreen, Jens Holmboe",,1873 - 1933,,Jenny Blicher-Clausen,,1865 - 1907,,1904,,,,,,,,,,
4,,x,Bergen Befæstningers marsch,https://musescore.com/user/26911315/scores/14330752,"Kjelland Jakobsen, Johan",,1873 - 1947,,,,,,1905,,,,,PDF,,,Einar Kaland,56,
,,x,Solskins-vise,https://musescore.com/user/26911315/scores/6087309,"Kjerulf, Halfdan",https://no.wikipedia.org/wiki/Halfdan_Kjerulf,1815 - 1868,,"Bjørnson, Bjørnstjerne",https://no.wikipedia.org/wiki/Bjørnstjerne_Bjørnson,1832 - 1910,,1859,,,,,,,,,,
4,,x,Vuggesang,https://musescore.com/user/26911315/scores/22046779,"Kjerulf, Halfdan",https://no.wikipedia.org/wiki/Halfdan_Kjerulf,1815 - 1868,,,,,,1853-54,,Warmuth No 1000,,,,,,,,
,,x,Aftenbøn,https://musescore.com/user/26911315/scores/10420576,"Kjæregaard, Jens",https://www.nb.no/items/48f08366f9555ae498f33faa71af94e5?page=443&searchText=%22Skolebestyrer%20Jens%20Kjæregaard%22,1858 - 1934,,Erik Frederik Barth Horn,https://no.wikipedia.org/wiki/E.F.B._Horn,1829 - 1899,,1908,,,,,,,,,,
